time, sat, X, Y, Z, Vx, Vy, Vz, clock, dclock
2024-01-07T01:30:00.000000000,G08,23440.565648,6110.653216,-11452.056525,nan,nan,nan,-160.824704,6.94525228465263e-310
2024-01-07T01:30:00.000000000,G09,23972.593084,-7863.066778,-8487.131073,nan,nan,nan,50.71324,6.9452525192935e-310
2024-01-07T01:30:00.000000000,G10,-10335.061793,24156.489434,2560.11888,nan,nan,nan,-68.32054,6.94525247135095e-310
2024-01-07T01:30:00.000000000,G11,-11422.963014,-23807.017313,3125.053131,nan,nan,nan,-530.369304,6.94525236699796e-310
2024-01-07T01:30:00.000000000,G12,-16159.717019,-1072.145329,20755.381134,nan,nan,nan,-465.301187,6.9452522846653e-310
2024-01-07T01:30:00.000000000,G13,-15431.665859,-13263.492612,-17388.400066,nan,nan,nan,613.333466,6.94525228467477e-310
2024-01-07T01:30:00.000000000,G14,13337.040526,-22822.47383,-1182.218204,nan,nan,nan,291.766761,6.94525228467793e-310
2024-01-07T01:30:00.000000000,G15,-23684.451371,-4183.255261,-11983.646431,nan,nan,nan,114.636394,6.94525242448033e-310
2024-01-07T01:30:00.000000000,G16,4756.338443,17771.304657,-19313.618749,nan,nan,nan,-389.287197,6.94525252317646e-310
2024-01-07T01:30:00.000000000,G17,13808.111019,-12964.601784,19110.11968,nan,nan,nan,720.456981,6.9452522846969e-310
